Top,H/F EM,NB f EM,Prop F EM,H/F LFI,NB f LFI,Prop F LFI,H/F LR,NB f LR,Prop F LR,H/F FN,NB f FN,Prop F FN,H/F PS,NB f PS,Prop F PS
379,F,190.0,0.5013192612137203,H,181,0.47757255936675463,F,117.0,0.3087071240105541,F,180.0,0.47493403693931396,H,186.0,0.49076517150395776
380,F,191.0,0.5026315789473684,F,182,0.4789473684210526,H,117.0,0.3078947368421053,H,180.0,0.47368421052631576,H,186.0,0.48947368421052634
381,F,192.0,0.5039370078740157,H,182,0.4776902887139108,H,117.0,0.30708661417322836,H,180.0,0.47244094488188976,F,187.0,0.49081364829396323
382,H,192.0,0.5026178010471204,H,182,0.47643979057591623,H,117.0,0.306282722513089,F,181.0,0.4738219895287958,F,188.0,0.49214659685863876
383,H,192.0,0.5013054830287206,H,182,0.4751958224543081,H,117.0,0.30548302872062666,F,182.0,0.4751958224543081,H,188.0,0.4908616187989556
384,H,192.0,0.5,F,183,0.4765625,F,118.0,0.3072916666666667,F,183.0,0.4765625,H,188.0,0.4895833333333333
385,H,192.0,0.4987012987012987,F,184,0.4779220779220779,H,118.0,0.3064935064935065,F,184.0,0.4779220779220779,H,188.0,0.4883116883116883
386,H,192.0,0.49740932642487046,F,185,0.4792746113989637,H,118.0,0.30569948186528495,F,185.0,0.4792746113989637,F,189.0,0.4896373056994819
387,H,192.0,0.49612403100775193,H,185,0.4780361757105943,H,118.0,0.3049095607235142,F,186.0,0.4806201550387597,F,190.0,0.4909560723514212
388,F,193.0,0.49742268041237114,F,186,0.4793814432989691,H,118.0,0.30412371134020616,H,186.0,0.4793814432989691,F,191.0,0.49226804123711343
389,H,193.0,0.4961439588688946,H,186,0.4781491002570694,H,118.0,0.3033419023136247,F,187.0,0.480719794344473,H,191.0,0.4910025706940874
390,H,193.0,0.4948717948717949,H,186,0.47692307692307695,H,118.0,0.30256410256410254,H,187.0,0.4794871794871795,H,191.0,0.4897435897435897
391,F,194.0,0.4961636828644501,H,186,0.47570332480818417,H,118.0,0.30179028132992325,H,187.0,0.4782608695652174,F,192.0,0.49104859335038364
392,H,194.0,0.49489795918367346,F,187,0.4770408163265306,F,119.0,0.30357142857142855,H,187.0,0.4770408163265306,F,193.0,0.4923469387755102
393,F,195.0,0.4961832061068702,H,187,0.4758269720101781,H,119.0,0.30279898218829515,H,187.0,0.4758269720101781,,,
394,F,196.0,0.49746192893401014,H,187,0.4746192893401015,H,119.0,0.3020304568527919,F,188.0,0.47715736040609136,,,
395,F,197.0,0.49873417721518987,H,187,0.47341772151898737,F,120.0,0.3037974683544304,F,189.0,0.47848101265822784,,,
396,H,197.0,0.49747474747474746,H,187,0.4722222222222222,F,121.0,0.3055555555555556,H,189.0,0.4772727272727273,,,
397,F,198.0,0.4987405541561713,H,187,0.47103274559193953,H,121.0,0.3047858942065491,F,190.0,0.47858942065491183,,,
398,F,199.0,0.5,F,188,0.4723618090452261,F,122.0,0.3065326633165829,F,191.0,0.4798994974874372,,,
399,H,199.0,0.49874686716791977,F,189,0.47368421052631576,H,122.0,0.3057644110275689,F,192.0,0.48120300751879697,,,
400,F,200.0,0.5,H,189,0.4725,F,123.0,0.3075,F,193.0,0.4825,,,
401,H,200.0,0.49875311720698257,F,190,0.47381546134663344,F,124.0,0.3092269326683292,F,194.0,0.4837905236907731,,,
402,H,200.0,0.4975124378109453,H,190,0.472636815920398,F,125.0,0.31094527363184077,H,194.0,0.48258706467661694,,,
403,F,201.0,0.4987593052109181,F,191,0.4739454094292804,F,126.0,0.31265508684863524,F,195.0,0.4838709677419355,,,
404,F,202.0,0.5,F,192,0.4752475247524752,F,127.0,0.31435643564356436,F,196.0,0.48514851485148514,,,
405,F,203.0,0.5012345679012346,H,192,0.4740740740740741,F,128.0,0.3160493827160494,H,196.0,0.4839506172839506,,,
406,H,203.0,0.5,H,192,0.4729064039408867,H,128.0,0.31527093596059114,,,,,,
407,H,203.0,0.4987714987714988,F,193,0.4742014742014742,F,129.0,0.31695331695331697,,,,,,
408,H,203.0,0.49754901960784315,H,193,0.4730392156862745,H,129.0,0.3161764705882353,,,,,,
409,H,203.0,0.4963325183374083,F,194,0.4743276283618582,H,129.0,0.3154034229828851,,,,,,
410,F,204.0,0.4975609756097561,F,195,0.47560975609756095,F,130.0,0.3170731707317073,,,,,,
411,F,205.0,0.49878345498783455,F,196,0.4768856447688564,H,130.0,0.31630170316301703,,,,,,
412,H,205.0,0.4975728155339806,F,197,0.47815533980582525,H,130.0,0.3155339805825243,,,,,,
413,F,206.0,0.49878934624697335,F,198,0.4794188861985472,F,131.0,0.3171912832929782,,,,,,
414,F,207.0,0.5,H,198,0.4782608695652174,H,131.0,0.3164251207729469,,,,,,
415,F,208.0,0.5012048192771085,H,198,0.4771084337349398,H,131.0,0.3156626506024096,,,,,,
416,F,209.0,0.5024038461538461,H,198,0.47596153846153844,F,132.0,0.3173076923076923,,,,,,
417,H,209.0,0.5011990407673861,F,199,0.47721822541966424,F,133.0,0.31894484412470026,,,,,,
418,H,209.0,0.5,H,199,0.47607655502392343,F,134.0,0.32057416267942584,,,,,,
419,F,210.0,0.5011933174224343,F,200,0.477326968973747,H,134.0,0.3198090692124105,,,,,,
420,F,211.0,0.5023809523809524,H,200,0.47619047619047616,H,134.0,0.319047619047619,,,,,,
421,H,211.0,0.501187648456057,F,201,0.47743467933491684,F,135.0,0.32066508313539194,,,,,,
422,F,212.0,0.5023696682464455,F,202,0.4786729857819905,H,135.0,0.31990521327014215,,,,,,
423,F,213.0,0.5035460992907801,H,202,0.47754137115839246,F,136.0,0.3215130023640662,,,,,,
424,F,214.0,0.5047169811320755,H,202,0.47641509433962265,F,137.0,0.3231132075471698,,,,,,
425,,,,H,202,0.4752941176470588,F,138.0,0.3247058823529412,,,,,,
426,,,,F,203,0.4765258215962441,F,139.0,0.32629107981220656,,,,,,
427,,,,H,203,0.47540983606557374,H,139.0,0.3255269320843091,,,,,,
428,,,,F,204,0.4766355140186916,H,139.0,0.3247663551401869,,,,,,
429,,,,H,204,0.4755244755244755,F,140.0,0.32634032634032634,,,,,,
430,,,,H,204,0.4744186046511628,H,140.0,0.32558139534883723,,,,,,
431,,,,H,204,0.4733178654292343,F,141.0,0.3271461716937355,,,,,,
432,,,,H,204,0.4722222222222222,H,141.0,0.3263888888888889,,,,,,
433,,,,F,205,0.47344110854503463,F,142.0,0.3279445727482679,,,,,,
434,,,,H,205,0.47235023041474655,F,143.0,0.3294930875576037,,,,,,
435,,,,H,205,0.47126436781609193,F,144.0,0.3310344827586207,,,,,,
436,,,,H,205,0.4701834862385321,F,145.0,0.33256880733944955,,,,,,
437,,,,H,205,0.4691075514874142,H,145.0,0.3318077803203661,,,,,,
438,,,,H,205,0.4680365296803653,H,145.0,0.3310502283105023,,,,,,
439,,,,H,205,0.46697038724373574,F,146.0,0.3325740318906606,,,,,,
440,,,,F,206,0.4681818181818182,H,146.0,0.33181818181818185,,,,,,
441,,,,F,207,0.46938775510204084,H,146.0,0.3310657596371882,,,,,,
442,,,,H,207,0.4683257918552036,F,147.0,0.332579185520362,,,,,,
443,,,,F,208,0.46952595936794583,F,148.0,0.3340857787810384,,,,,,
444,,,,F,209,0.47072072072072074,F,149.0,0.3355855855855856,,,,,,
445,,,,F,210,0.47191011235955055,F,150.0,0.33707865168539325,,,,,,
446,,,,F,211,0.4730941704035874,F,151.0,0.33856502242152464,,,,,,
447,,,,H,211,0.4720357941834452,F,152.0,0.3400447427293065,,,,,,
448,,,,F,212,0.4732142857142857,F,153.0,0.34151785714285715,,,,,,
449,,,,F,213,0.47438752783964366,F,154.0,0.3429844097995546,,,,,,
450,,,,H,213,0.47333333333333333,F,155.0,0.34444444444444444,,,,,,
451,,,,F,214,0.4745011086474501,H,155.0,0.3436807095343681,,,,,,
452,,,,F,215,0.4756637168141593,F,156.0,0.34513274336283184,,,,,,
453,,,,H,215,0.4746136865342163,F,157.0,0.3465783664459161,,,,,,
454,,,,H,215,0.473568281938326,F,158.0,0.34801762114537443,,,,,,
455,,,,H,215,0.4725274725274725,F,159.0,0.34945054945054943,,,,,,
456,,,,H,215,0.47149122807017546,F,160.0,0.3508771929824561,,,,,,
457,,,,F,216,0.4726477024070022,H,160.0,0.350109409190372,,,,,,
458,,,,H,216,0.47161572052401746,F,161.0,0.35152838427947597,,,,,,
459,,,,,216,0.47058823529411764,H,161.0,0.35076252723311546,,,,,,
460,,,,,216,0.46956521739130436,F,162.0,0.3521739130434783,,,,,,
461,,,,F,217,0.47071583514099785,H,162.0,0.351409978308026,,,,,,
462,,,,H,217,0.4696969696969697,F,163.0,0.3528138528138528,,,,,,
463,,,,F,218,0.4708423326133909,F,164.0,0.3542116630669546,,,,,,
464,,,,F,219,0.47198275862068967,F,165.0,0.35560344827586204,,,,,,
465,,,,F,220,0.4731182795698925,F,166.0,0.35698924731182796,,,,,,
466,,,,F,221,0.4742489270386266,H,166.0,0.3562231759656652,,,,,,
467,,,,H,221,0.4732334047109208,F,167.0,0.3576017130620985,,,,,,
468,,,,H,221,0.4722222222222222,F,168.0,0.358974358974359,,,,,,
469,,,,H,221,0.47121535181236673,,,,,,,,,
470,,,,H,221,0.4702127659574468,,,,,,,,,
471,,,,F,222,0.4713375796178344,,,,,,,,,
472,,,,F,223,0.4724576271186441,,,,,,,,,
473,,,,H,223,0.4714587737843552,,,,,,,,,
474,,,,H,223,0.4704641350210971,,,,,,,,,
475,,,,H,223,0.4694736842105263,,,,,,,,,
476,,,,H,223,0.4684873949579832,,,,,,,,,
477,,,,F,224,0.469601677148847,,,,,,,,,
478,,,,F,225,0.4707112970711297,,,,,,,,,
479,,,,F,226,0.4718162839248434,,,,,,,,,
480,,,,F,227,0.47291666666666665,,,,,,,,,
481,,,,F,228,0.47401247401247404,,,,,,,,,
482,,,,F,229,0.475103734439834,,,,,,,,,
483,,,,H,229,0.474120082815735,,,,,,,,,
484,,,,H,229,0.4731404958677686,,,,,,,,,
485,,,,F,230,0.4742268041237113,,,,,,,,,
486,,,,F,231,0.47530864197530864,,,,,,,,,
487,,,,F,232,0.47638603696098564,,,,,,,,,
488,,,,F,233,0.4774590163934426,,,,,,,,,
489,,,,F,234,0.4785276073619632,,,,,,,,,
490,,,,H,234,0.4775510204081633,,,,,,,,,
491,,,,H,234,0.47657841140529533,,,,,,,,,
492,,,,H,234,0.47560975609756095,,,,,,,,,
493,,,,F,235,0.4766734279918864,,,,,,,,,
494,,,,F,236,0.4777327935222672,,,,,,,,,
495,,,,H,236,0.4767676767676768,,,,,,,,,
496,,,,F,237,0.4778225806451613,,,,,,,,,
497,,,,F,238,0.4788732394366197,,,,,,,,,
498,,,,H,238,0.4779116465863454,,,,,,,,,
499,,,,F,239,0.4789579158316633,,,,,,,,,
500,,,,H,239,0.478,,,,,,,,,
501,,,,H,239,0.47704590818363274,,,,,,,,,
502,,,,F,240,0.47808764940239046,,,,,,,,,
503,,,,H,240,0.47713717693836977,,,,,,,,,
504,,,,F,241,0.4781746031746032,,,,,,,,,
505,,,,H,241,0.4772277227722772,,,,,,,,,
506,,,,H,241,0.4762845849802372,,,,,,,,,
507,,,,F,242,0.47731755424063116,,,,,,,,,
508,,,,F,243,0.47834645669291337,,,,,,,,,
509,,,,H,243,0.4774066797642436,,,,,,,,,
510,,,,H,243,0.4764705882352941,,,,,,,,,
511,,,,F,244,0.4774951076320939,,,,,,,,,
512,,,,F,245,0.478515625,,,,,,,,,
513,,,,F,246,0.47953216374269003,,,,,,,,,
514,,,,F,247,0.4805447470817121,,,,,,,,,
515,,,,F,248,0.4815533980582524,,,,,,,,,
516,,,,H,248,0.4806201550387597,,,,,,,,,
517,,,,F,249,0.4816247582205029,,,,,,,,,
518,,,,H,249,0.4806949806949807,,,,,,,,,
519,,,,H,249,0.4797687861271676,,,,,,,,,
520,,,,H,249,0.47884615384615387,,,,,,,,,
521,,,,F,250,0.4798464491362764,,,,,,,,,
522,,,,F,251,0.48084291187739464,,,,,,,,,
523,,,,F,252,0.4818355640535373,,,,,,,,,
